__main__ train:106                                :2087.1 Mb     if args.distributed:
torch.tensor wrapped:23                           :4353.1 Mb         from torch.overrides import has_torch_function, handle_torch_function
models.stylegan2 forward:235                      :4333.1 Mb             out = F.conv_transpose2d(inputs, weight, padding=0, stride=2, groups=batch)
torch.overrides has_torch_function:1087           :6521.1 Mb         for a in relevant_args
multiprocessing.queues _start_thread:181          :6521.1 Mb         self._close = Finalize(
threading current_thread:1233                     :6521.1 Mb         return _active[get_ident()]
importlib._bootstrap release:105                  :6521.1 Mb         with self.lock:
torch.utils.data._utils.collate default_collate:47:6521.1 Mb     if isinstance(elem, torch.Tensor):
selectors select:407                              :6521.1 Mb         elif timeout <= 0:
torchvision.transforms.transforms __call__:66     :6521.1 Mb         for t in self.transforms:
dataset __getitem__:41                            :6521.1 Mb         img = self.transform(img)
models.stylegan2 forward:250                      :6501.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
selectors select:418                              :4317.1 Mb         for fd, event in fd_event_list:
torch.nn.modules.module _call_impl:718            :4317.1 Mb                 self._forward_pre_hooks.values()):
torch.utils.data._utils.collate <listcomp>:52     :4317.1 Mb             numel = sum([x.numel() for x in batch])
multiprocessing.util __init__:193                 :4317.1 Mb             self._weakref = weakref.ref(obj, self)
torch.tensor wrapped:26                           :4317.1 Mb         try:
torchvision.transforms.functional_pil _is_pil_image:19:4317.1 Mb         return isinstance(img, Image.Image)
threading __init__:500                            :4317.1 Mb         self._cond = Condition(Lock())
models.stylegan2 forward:250                      :2129.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
importlib._bootstrap release:112                  :2129.1 Mb                 if self.waiters:
selectors select:419                              :2129.1 Mb             events = 0
torch.nn.modules.module _call_impl:724            :2129.1 Mb         if torch._C._get_tracing_state():
torch.utils.data._utils.collate <listcomp>:52     :2129.1 Mb             numel = sum([x.numel() for x in batch])
multiprocessing.util __init__:197                 :2129.1 Mb         self._callback = callback
torch.tensor wrapped:27                           :2129.1 Mb             return f(*args, **kwargs)
torchvision.transforms.functional to_tensor:66    :2129.1 Mb     if _is_numpy(pic) and not _is_numpy_image(pic):
threading __init__:217                            :2129.1 Mb         if lock is None:
importlib._bootstrap _handle_fromlist:1020        :4353.1 Mb         for x in fromlist:
torch.nn.modules.module _call_impl:734            :4353.1 Mb         if (len(self._backward_hooks) > 0) or (len(_global_backward_hooks) > 0):
torchvision.transforms.functional to_tensor:89    :4353.1 Mb     elif pic.mode == 'I;16':
threading __init__:227                            :4353.1 Mb             self._release_save = lock._release_save
importlib._bootstrap _handle_fromlist:1020        :4353.1 Mb         for x in fromlist:
selectors _key_from_fd:285                        :4353.1 Mb             return self._fd_to_key[fd]
torch.tensor wrapped:24                           :4353.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
multiprocessing.queues put:88                     :4353.1 Mb             self._buffer.append(obj)
models.stylegan2 forward:235                      :4333.1 Mb             out = F.conv_transpose2d(inputs, weight, padding=0, stride=2, groups=batch)
torchvision.transforms.functional to_tensor:66    :8715.1 Mb     if _is_numpy(pic) and not _is_numpy_image(pic):
threading __init__:235                            :8715.1 Mb             self._is_owned = lock._is_owned
multiprocessing.connection <listcomp>:923         :8715.1 Mb                     return [key.fileobj for (key, events) in ready]
torch.overrides <genexpr>:1084                    :8715.1 Mb         type(a) is not torch.Tensor and
threading notify:350                              :8715.1 Mb             return
torch.nn.modules.module _call_impl:718            :8715.1 Mb                 self._forward_pre_hooks.values()):
importlib._bootstrap _handle_fromlist:1019        :8715.1 Mb     if hasattr(module, '__path__'):
torch.storage _new_shared:137                     :8715.1 Mb             return cls._new_using_fd(size)
models.stylegan2 forward:250                      :8697.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
threading __enter__:241                           :6513.1 Mb         return self._lock.__enter__()
torchvision.transforms.functional to_tensor:100   :6513.1 Mb     img = img.permute((2, 0, 1)).contiguous()
threading __init__:806                            :6513.1 Mb         _dangling.add(self)
multiprocessing.connection recv_bytes:213         :6513.1 Mb         self._check_readable()
torch.tensor <genexpr>:24                         :6513.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.utils.data._utils.worker _worker_loop:171   :6513.1 Mb                 r = index_queue.get(timeout=MP_STATUS_CHECK_INTERVAL)
torch.nn.modules.module _call_impl:730            :6513.1 Mb                 self._forward_hooks.values()):
models.stylegan2 forward:250                      :2133.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
multiprocessing.queues put:86                     :2133.1 Mb             if self._thread is None:
torchvision.transforms.functional to_tensor:101   :2133.1 Mb     if isinstance(img, torch.ByteTensor):
_weakrefset add:82                                :2133.1 Mb         if self._pending_removals:
multiprocessing.connection _check_readable:139    :2133.1 Mb         if not self._readable:
torch.tensor <genexpr>:24                         :2133.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
multiprocessing.queues get:92                     :2133.1 Mb         if block and timeout is None:
torch.nn.modules.module _call_impl:734            :2133.1 Mb         if (len(self._backward_hooks) > 0) or (len(_global_backward_hooks) > 0):
torchvision.transforms.functional to_tensor:98    :2133.1 Mb     img = img.view(pic.size[1], pic.size[0], len(pic.getbands()))
multiprocessing.queues _start_thread:160          :4363.1 Mb         self._thread = threading.Thread(
threading is_set:509                              :4363.1 Mb         return self._flag
multiprocessing.connection _recv:376              :4363.1 Mb         handle = self._handle
multiprocessing.queues get:102                    :4363.1 Mb                 if block:
torch.overrides <genexpr>:1087                    :4363.1 Mb         for a in relevant_args
torch.nn.modules.module _call_impl:717            :4363.1 Mb                 _global_forward_pre_hooks.values(),
torch.nn.modules.module _call_impl:717            :4363.1 Mb                 _global_forward_pre_hooks.values(),
torchvision.transforms.transforms __call__:67     :4363.1 Mb             img = t(img)
models.stylegan2 forward:235                      :4345.1 Mb             out = F.conv_transpose2d(inputs, weight, padding=0, stride=2, groups=batch)
torch.nn.modules.module _call_impl:734            :6539.1 Mb         if (len(self._backward_hooks) > 0) or (len(_global_backward_hooks) > 0):
torch.tensor <genexpr>:24                         :6539.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torchvision.transforms.functional normalize:273   :6539.1 Mb         tensor = tensor.clone()
threading __init__:791                            :6539.1 Mb         self._args = args
threading start:852                               :6539.1 Mb             _start_new_thread(self._bootstrap, ())
selectors __init__:211                            :6539.1 Mb         self._fd_to_key = {}
multiprocessing.connection _recv_bytes:409        :6539.1 Mb         if maxsize is not None and size > maxsize:
torchvision.transforms.functional normalize:276   :6539.1 Mb     mean = torch.as_tensor(mean, dtype=dtype, device=tensor.device)
models.stylegan2 forward:250                      :6521.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
models.stylegan2 forward:250                      :4327.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
torchvision.transforms.transforms forward:615     :4327.1 Mb         if torch.rand(1) < self.p:
torch.tensor <genexpr>:24                         :4327.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
threading __init__:798                            :4327.1 Mb         self._tstate_lock = None
torch.tensor wrapped:26                           :4327.1 Mb         try:
multiprocessing.util debug:49                     :4327.1 Mb     if _logger:
selectors register:238                            :4327.1 Mb         key = SelectorKey(fileobj, self._fileobj_lookup(fileobj), events, data)
multiprocessing.connection _recv:386              :4327.1 Mb             buf.write(chunk)
torch.overrides has_torch_function:1083           :4327.1 Mb     return _is_torch_function_enabled() and any(
selectors _fileobj_to_fd:37                       :6521.1 Mb             fd = int(fileobj.fileno())
torch.overrides <genexpr>:1084                    :6521.1 Mb         type(a) is not torch.Tensor and
torch.overrides <genexpr>:1087                    :6521.1 Mb         for a in relevant_args
torch.tensor <genexpr>:24                         :6521.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
threading __init__:222                            :6521.1 Mb         self.release = lock.release
torchvision.transforms.functional_pil _is_pil_image:16:6521.1 Mb     if accimage is not None:
multiprocessing.util __init__:187                 :6521.1 Mb         if (exitpriority is not None) and not isinstance(exitpriority,int):
multiprocessing.queues get:109                    :6521.1 Mb                 self._sem.release()
models.stylegan2 forward:235                      :6521.1 Mb             out = F.conv_transpose2d(inputs, weight, padding=0, stride=2, groups=batch)
models.stylegan2 forward:250                      :4327.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
multiprocessing.connection wait:920               :4327.1 Mb             while True:
multiprocessing.util __init__:200                 :4327.1 Mb         self._key = (exitpriority, next(_finalizer_counter))
torch.utils.data._utils.fetch <listcomp>:44       :4327.1 Mb             data = [self.dataset[idx] for idx in possibly_batched_index]
torch.utils.data._utils.fetch <listcomp>:44       :4327.1 Mb             data = [self.dataset[idx] for idx in possibly_batched_index]
dataset __getitem__:43                            :4327.1 Mb         return img
_weakrefset add:82                                :4327.1 Mb         if self._pending_removals:
torchvision.transforms.functional to_tensor:87    :4327.1 Mb     if pic.mode == 'I':
torchvision.transforms.functional to_tensor:63    :4327.1 Mb     if not(F_pil._is_pil_image(pic) or _is_numpy(pic)):
threading start:857                               :6649.1 Mb         self._started.wait()
torchvision.transforms.transforms forward:226     :6649.1 Mb         return F.normalize(tensor, self.mean, self.std, self.inplace)
torchvision.transforms.transforms forward:645     :6649.1 Mb         if torch.rand(1) < self.p:
torchvision.transforms.transforms forward:645     :6649.1 Mb         if torch.rand(1) < self.p:
importlib._bootstrap _handle_fromlist:1028        :6649.1 Mb             elif x == '*':
selectors select:418                              :6649.1 Mb         for fd, event in fd_event_list:
torch.utils.data._utils.worker _worker_loop:170   :6649.1 Mb             try:
importlib._bootstrap _handle_fromlist:1020        :6649.1 Mb         for x in fromlist:
models.stylegan2 forward:250                      :6649.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
models.stylegan2 forward:250                      :4327.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
selectors close:270                               :4327.1 Mb         self._map = None
multiprocessing.queues _start_thread:173          :4327.1 Mb         if not self._joincancelled:
torch.tensor wrapped:23                           :4327.1 Mb         from torch.overrides import has_torch_function, handle_torch_function
multiprocessing.queues get:103                    :4327.1 Mb                     timeout = deadline - time.monotonic()
torch.overrides has_torch_function:1087           :4327.1 Mb         for a in relevant_args
torch.overrides has_torch_function:1087           :4327.1 Mb         for a in relevant_args
torch.utils.data._utils.collate default_collate:55:4327.1 Mb         return torch.stack(batch, 0, out=out)
torchvision.transforms.functional to_tensor:102   :4327.1 Mb         return img.float().div(255)
multiprocessing.queues _start_thread:184          :8941.1 Mb             exitpriority=10
torchvision.transforms.functional normalize:278   :8941.1 Mb     if (std == 0).any():
selectors register:352                            :8941.1 Mb         key = super().register(fileobj, events, data)
torch.nn.modules.module _call_impl:717            :8941.1 Mb                 _global_forward_pre_hooks.values(),
torch.nn.modules.module _call_impl:717            :8941.1 Mb                 _global_forward_pre_hooks.values(),
multiprocessing.connection _recv:387              :8941.1 Mb             remaining -= n
threading __init__:786                            :8941.1 Mb         assert group is None, "group argument must be None for now"
torchvision.transforms.functional normalize:282   :8941.1 Mb     if std.ndim == 1:
models.stylegan2 forward:250                      :8941.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
models.stylegan2 forward:250                      :4327.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
multiprocessing.util __init__:203                 :4327.1 Mb         _finalizer_registry[self._key] = self
torch.overrides has_torch_function:1087           :4327.1 Mb         for a in relevant_args
multiprocessing.connection _check_closed:135      :4327.1 Mb         if self._handle is None:
torch.nn.modules.module _call_impl:749            :4327.1 Mb         return result
torch.tensor <genexpr>:24                         :4327.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
threading current_thread:1232                     :4327.1 Mb     try:
torch.tensor <genexpr>:24                         :4327.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
multiprocessing.connection _recv:378              :4327.1 Mb         while remaining > 0:
torchvision.transforms.functional normalize:272   :6631.1 Mb     if not inplace:
threading __enter__:241                           :6631.1 Mb         return self._lock.__enter__()
importlib._bootstrap _handle_fromlist:1044        :6631.1 Mb     return module
multiprocessing.connection _check_closed:135      :6631.1 Mb         if self._handle is None:
torch.nn.modules.module _call_impl:727            :6631.1 Mb             result = self.forward(*input, **kwargs)
multiprocessing.connection recv_bytes:216         :6631.1 Mb         buf = self._recv_bytes(maxlength)
torch.overrides <genexpr>:1084                    :6631.1 Mb         type(a) is not torch.Tensor and
threading __init__:789                            :6631.1 Mb         self._target = target
models.stylegan2 forward:250                      :6631.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
models.stylegan2 forward:250                      :4327.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
torch.tensor <genexpr>:24                         :4327.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.tensor wrapped:23                           :4327.1 Mb         from torch.overrides import has_torch_function, handle_torch_function
multiprocessing.connection _recv:387              :4327.1 Mb             remaining -= n
torch.nn.modules.module _call_impl:730            :4327.1 Mb                 self._forward_hooks.values()):
threading __init__:797                            :4327.1 Mb         self._ident = None
selectors register:358                            :4327.1 Mb         try:
multiprocessing.queues _start_thread:177          :4327.1 Mb                 exitpriority=-5
torch.overrides <genexpr>:1084                    :4327.1 Mb         type(a) is not torch.Tensor and
torch.utils.data._utils.collate <listcomp>:52     :6627.1 Mb             numel = sum([x.numel() for x in batch])
dataset __getitem__:34                            :6627.1 Mb                 buffer = BytesIO(img_bytes)
multiprocessing.connection recv_bytes:212         :6627.1 Mb         self._check_closed()
torch.nn.modules.module _call_impl:730            :6627.1 Mb                 self._forward_hooks.values()):
multiprocessing.queues _start_thread:170          :6627.1 Mb         self._thread.start()
torch.utils.data._utils.worker is_alive:55        :6627.1 Mb             if not self.manager_dead:
torch.utils.data._utils.worker _worker_loop:198   :6627.1 Mb                     data = fetcher.fetch(index)
torchvision.transforms.functional to_tensor:63    :6627.1 Mb     if not(F_pil._is_pil_image(pic) or _is_numpy(pic)):
torch.nn.modules.module __getattr__:769           :6627.1 Mb                 return _parameters[name]
torch.nn.modules.module __getattr__:769           :4323.1 Mb                 return _parameters[name]
torch.storage _new_shared:134                     :4323.1 Mb         elif get_sharing_strategy() == 'file_system':
threading wait:553                                :4323.1 Mb             return signaled
torchvision.transforms.functional to_tensor:87    :4323.1 Mb     if pic.mode == 'I':
importlib._bootstrap _handle_fromlist:1019        :4323.1 Mb     if hasattr(module, '__path__'):
torchvision.transforms.transforms __call__:66     :4323.1 Mb         for t in self.transforms:
multiprocessing.connection poll:255               :4323.1 Mb         self._check_closed()
multiprocessing.connection _recv:386              :4323.1 Mb             buf.write(chunk)
torchvision.transforms.functional to_tensor:98    :4323.1 Mb     img = img.view(pic.size[1], pic.size[0], len(pic.getbands()))
torchvision.transforms.functional to_tensor:96    :8933.1 Mb         img = torch.ByteTensor(torch.ByteStorage.from_buffer(pic.tobytes()))
torch.utils.data._utils.collate default_collate:55:8933.1 Mb         return torch.stack(batch, 0, out=out)
torchvision.transforms.functional to_tensor:102   :8933.1 Mb         return img.float().div(255)
torch.tensor <genexpr>:24                         :8933.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.nn.modules.module _call_impl:718            :8933.1 Mb                 self._forward_pre_hooks.values()):
multiprocessing.connection poll:257               :8933.1 Mb         return self._poll(timeout)
multiprocessing.connection _recv_bytes:408        :8933.1 Mb         size, = struct.unpack("!i", buf.getvalue())
multiprocessing.queues _start_thread:174          :8933.1 Mb             self._jointhread = Finalize(
torch.nn.modules.module __getattr__:769           :8933.1 Mb                 return _parameters[name]
multiprocessing.connection wait:915               :4323.1 Mb                 selector.register(obj, selectors.EVENT_READ)
torch.nn.modules.module __getattr__:769           :4323.1 Mb                 return _parameters[name]
multiprocessing.connection _recv:386              :4323.1 Mb             buf.write(chunk)
multiprocessing.queues _start_thread:160          :4323.1 Mb         self._thread = threading.Thread(
multiprocessing.util __init__:200                 :4323.1 Mb         self._key = (exitpriority, next(_finalizer_counter))
torch.nn.modules.module _call_impl:718            :4323.1 Mb                 self._forward_pre_hooks.values()):
torch.overrides has_torch_function:1084           :4323.1 Mb         type(a) is not torch.Tensor and
torchvision.transforms.transforms forward:647     :4323.1 Mb         return img
torchvision.transforms.functional normalize:272   :4323.1 Mb     if not inplace:
multiprocessing.queues _start_thread:183          :6631.1 Mb             [self._buffer, self._notempty],
torchvision.transforms.functional normalize:278   :6631.1 Mb     if (std == 0).any():
torch.overrides <genexpr>:1087                    :6631.1 Mb         for a in relevant_args
torch.nn.modules.module _call_impl:749            :6631.1 Mb         return result
multiprocessing.queues _start_thread:165          :6631.1 Mb             name='QueueFeederThread'
selectors _fileobj_to_fd:36                       :6631.1 Mb         try:
torchvision.transforms.functional normalize:268   :6631.1 Mb     if tensor.ndim < 3:
multiprocessing.queues get:109                    :6631.1 Mb                 self._sem.release()
torch.nn.modules.module __getattr__:769           :6631.1 Mb                 return _parameters[name]
torch.nn.modules.module __getattr__:769           :4325.1 Mb                 return _parameters[name]
torch.nn.modules.module _call_impl:716            :4325.1 Mb         for hook in itertools.chain(
multiprocessing.queues put:89                     :4325.1 Mb             self._notempty.notify()
torch.overrides <genexpr>:1084                    :4325.1 Mb         type(a) is not torch.Tensor and
threading daemon:1128                             :4325.1 Mb         assert self._initialized, "Thread.__init__() not called"
multiprocessing.synchronize __exit__:98           :4325.1 Mb         return self._semlock.__exit__(*args)
selectors register:355                            :4325.1 Mb             poller_events |= self._EVENT_READ
torch.tensor <genexpr>:24                         :4325.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.tensor wrapped:24                           :4325.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
threading __init__:797                            :5487.1 Mb         self._ident = None
torch.utils.data._utils.worker _worker_loop:193   :5487.1 Mb             if init_exception is not None:
selectors register:358                            :5487.1 Mb         try:
torch.overrides has_torch_function:1084           :5487.1 Mb         type(a) is not torch.Tensor and
torch.tensor <genexpr>:24                         :5487.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.nn.modules.module _call_impl:724            :5487.1 Mb         if torch._C._get_tracing_state():
threading _is_owned:262                           :5487.1 Mb             return True
torch.tensor wrapped:26                           :5487.1 Mb         try:
torch.nn.modules.module __getattr__:769           :5487.1 Mb                 return _parameters[name]
torchvision.transforms.transforms __call__:66     :6593.1 Mb         for t in self.transforms:
torchvision.transforms.functional_pil hflip:51    :6593.1 Mb     if not _is_pil_image(img):
threading __init__:232                            :6593.1 Mb         except AttributeError:
torch.overrides <genexpr>:1084                    :6593.1 Mb         type(a) is not torch.Tensor and
torchvision.transforms.functional normalize:285   :6593.1 Mb     return tensor
selectors select:418                              :6593.1 Mb         for fd, event in fd_event_list:
multiprocessing.queues get:97                     :6593.1 Mb             if block:
torchvision.transforms.transforms __call__:66     :6593.1 Mb         for t in self.transforms:
torch.nn.modules.module __getattr__:769           :6593.1 Mb                 return _parameters[name]
_weakrefset add:84                                :5487.1 Mb         self.data.add(ref(item, self._remove))
dataset __getitem__:32                            :5487.1 Mb                     img_bytes = txn.get(key)
torch.utils.data._utils.collate <listcomp>:52     :5487.1 Mb             numel = sum([x.numel() for x in batch])
torchvision.transforms.functional to_tensor:63    :5487.1 Mb     if not(F_pil._is_pil_image(pic) or _is_numpy(pic)):
torch.tensor <genexpr>:24                         :5487.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
selectors __init__:348                            :5487.1 Mb         super().__init__()
multiprocessing.connection <listcomp>:923         :5487.1 Mb                     return [key.fileobj for (key, events) in ready]
torch.nn.modules.module __getattr__:769           :5487.1 Mb                 return _parameters[name]
torchvision.transforms.functional to_tensor:63    :5487.1 Mb     if not(F_pil._is_pil_image(pic) or _is_numpy(pic)):
dataset __getitem__:35                            :6593.1 Mb                 img = Image.open(buffer)
torchvision.transforms.functional_pil _is_pil_image:19:6593.1 Mb         return isinstance(img, Image.Image)
torch.overrides has_torch_function:1084           :6593.1 Mb         type(a) is not torch.Tensor and
selectors __exit__:203                            :6593.1 Mb         self.close()
torch.storage _new_shared:131                     :6593.1 Mb         from torch.multiprocessing import get_sharing_strategy
selectors __init__:213                            :6593.1 Mb         self._map = _SelectorMapping(self)
torchvision.transforms.functional_pil _is_pil_image:19:6593.1 Mb         return isinstance(img, Image.Image)
threading daemon:1135                             :6593.1 Mb         if self._started.is_set():
torch.nn.modules.module __getattr__:769           :6593.1 Mb                 return _parameters[name]
torchvision.transforms.functional to_tensor:98    :5491.1 Mb     img = img.view(pic.size[1], pic.size[0], len(pic.getbands()))
torch.nn.modules.module __getattr__:769           :5491.1 Mb                 return _parameters[name]
torch.nn.modules.module _call_impl:728            :5491.1 Mb         for hook in itertools.chain(
selectors _fileobj_lookup:225                     :5491.1 Mb             return _fileobj_to_fd(fileobj)
multiprocessing.connection recv_bytes:216         :5491.1 Mb         buf = self._recv_bytes(maxlength)
threading start:850                               :5491.1 Mb             _limbo[self] = self
torch.multiprocessing get_sharing_strategy:70     :5491.1 Mb     return _sharing_strategy
torch.tensor wrapped:23                           :5493.1 Mb         from torch.overrides import has_torch_function, handle_torch_function
torchvision.transforms.functional to_tensor:98    :5493.1 Mb     img = img.view(pic.size[1], pic.size[0], len(pic.getbands()))
importlib._bootstrap _handle_fromlist:1044        :7687.1 Mb     return module
torch.nn.modules.module _call_impl:734            :7687.1 Mb         if (len(self._backward_hooks) > 0) or (len(_global_backward_hooks) > 0):
selectors _fileobj_to_fd:37                       :7687.1 Mb             fd = int(fileobj.fileno())
threading start:857                               :7687.1 Mb         self._started.wait()
multiprocessing.connection _recv:376              :7687.1 Mb         handle = self._handle
torchvision.transforms.functional to_tensor:101   :7687.1 Mb     if isinstance(img, torch.ByteTensor):
torch.utils.data._utils.collate default_collate:55:7687.1 Mb         return torch.stack(batch, 0, out=out)
torch.nn.modules.module __getattr__:769           :7685.1 Mb                 return _parameters[name]
torchvision.transforms.functional to_tensor:102   :7687.1 Mb         return img.float().div(255)
torchvision.transforms.transforms forward:226     :5495.1 Mb         return F.normalize(tensor, self.mean, self.std, self.inplace)
selectors register:353                            :5495.1 Mb         poller_events = 0
multiprocessing.queues _start_thread:173          :5495.1 Mb         if not self._joincancelled:
multiprocessing.util debug:49                     :5495.1 Mb     if _logger:
torch.nn.modules.module __getattr__:769           :5495.1 Mb                 return _parameters[name]
multiprocessing.connection _recv:388              :5495.1 Mb         return buf
torchvision.transforms.functional normalize:265   :5495.1 Mb     if not isinstance(tensor, torch.Tensor):
torch.tensor wrapped:23                           :5495.1 Mb         from torch.overrides import has_torch_function, handle_torch_function
torch.overrides <genexpr>:1084                    :5495.1 Mb         type(a) is not torch.Tensor and
importlib._bootstrap _handle_fromlist:1044        :6593.1 Mb     return module
torch.tensor wrapped:27                           :6593.1 Mb             return f(*args, **kwargs)
selectors register:356                            :6593.1 Mb         if events & EVENT_WRITE:
torchvision.transforms.functional normalize:272   :6593.1 Mb     if not inplace:
multiprocessing.queues _start_thread:176          :6593.1 Mb                 [weakref.ref(self._thread)],
multiprocessing.queues _start_thread:161          :6593.1 Mb             target=Queue._feed,
multiprocessing.connection _recv_bytes:411        :6593.1 Mb         return self._recv(size)
torchvision.transforms.functional normalize:273   :6593.1 Mb         tensor = tensor.clone()
torch.nn.modules.module __getattr__:769           :6593.1 Mb                 return _parameters[name]
torchvision.transforms.transforms __call__:67     :5495.1 Mb             img = t(img)
multiprocessing.connection wait:921               :5495.1 Mb                 ready = selector.select(timeout)
multiprocessing.util __init__:200                 :5495.1 Mb         self._key = (exitpriority, next(_finalizer_counter))
multiprocessing.connection _recv:386              :5495.1 Mb             buf.write(chunk)
importlib._bootstrap _handle_fromlist:1044        :5495.1 Mb     return module
torch.tensor wrapped:24                           :5495.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
threading __init__:789                            :5495.1 Mb         self._target = target
torch.nn.modules.module __getattr__:769           :5495.1 Mb                 return _parameters[name]
torch.overrides <genexpr>:1084                    :5495.1 Mb         type(a) is not torch.Tensor and
torch.tensor <genexpr>:24                         :6595.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
multiprocessing.connection _recv:378              :6595.1 Mb         while remaining > 0:
torch.tensor <genexpr>:24                         :6595.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
threading __init__:791                            :6595.1 Mb         self._args = args
torch.overrides <genexpr>:1084                    :6595.1 Mb         type(a) is not torch.Tensor and
torch.nn.modules.module __getattr__:769           :6595.1 Mb                 return _parameters[name]
torch.nn.modules.module _call_impl:718            :6595.1 Mb                 self._forward_pre_hooks.values()):
multiprocessing.queues _start_thread:181          :6595.1 Mb         self._close = Finalize(
selectors select:412                              :6595.1 Mb             timeout = math.ceil(timeout * 1e3)
multiprocessing.connection fileno:170             :6865.1 Mb         self._check_closed()
torch.overrides <genexpr>:1084                    :6865.1 Mb         type(a) is not torch.Tensor and
torch.nn.modules.module __getattr__:769           :6865.1 Mb                 return _parameters[name]
torchvision.transforms.functional normalize:265   :6865.1 Mb     if not isinstance(tensor, torch.Tensor):
threading notify:345                              :6865.1 Mb         if not self._is_owned():
multiprocessing.queues get:113                    :6865.1 Mb         return _ForkingPickler.loads(res)
torch.nn.modules.module _call_impl:728            :6865.1 Mb         for hook in itertools.chain(
multiprocessing.queues _start_thread:175          :6865.1 Mb                 self._thread, Queue._finalize_join,
torch.nn.modules.module _call_impl:749            :6865.1 Mb         return result
dataset __getitem__:43                            :8083.1 Mb         return img
