__main__ train:106                                :2187.1 Mb     if args.distributed:
torch.utils.data._utils.collate default_collate:53:4463.1 Mb             storage = elem.storage()._new_shared(numel)
torch.utils.data._utils.worker is_alive:56        :4463.1 Mb                 self.manager_dead = os.getppid() != self.manager_pid
torchvision.transforms.functional to_tensor:69    :4463.1 Mb     if isinstance(pic, np.ndarray):
threading __init__:233                            :4463.1 Mb             pass
torchvision.transforms.functional_pil hflip:51    :4463.1 Mb     if not _is_pil_image(img):
importlib._bootstrap _handle_fromlist:1044        :4463.1 Mb     return module
multiprocessing.connection recv_bytes:214         :4463.1 Mb         if maxlength is not None and maxlength < 0:
torch.nn.modules.module _call_impl:718            :4463.1 Mb                 self._forward_pre_hooks.values()):
models.stylegan2 forward:235                      :4445.1 Mb             out = F.conv_transpose2d(inputs, weight, padding=0, stride=2, groups=batch)
threading __init__:801                            :6639.1 Mb         self._initialized = True
torch.overrides <genexpr>:1087                    :6639.1 Mb         for a in relevant_args
torchvision.transforms.functional to_tensor:98    :6639.1 Mb     img = img.view(pic.size[1], pic.size[0], len(pic.getbands()))
multiprocessing.connection _recv:380              :6639.1 Mb             n = len(chunk)
torch.storage _new_shared:132                     :6639.1 Mb         if cls.is_cuda:
multiprocessing.queues get:102                    :6639.1 Mb                 if block:
torch.tensor <genexpr>:24                         :6639.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.nn.modules.module _call_impl:734            :6639.1 Mb         if (len(self._backward_hooks) > 0) or (len(_global_backward_hooks) > 0):
models.stylegan2 forward:250                      :6621.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
torch.nn.modules.module _call_impl:729            :4427.1 Mb                 _global_forward_hooks.values(),
models.stylegan2 forward:250                      :4427.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
threading is_set:509                              :4427.1 Mb         return self._flag
multiprocessing.connection _poll:414              :4427.1 Mb         r = wait([self], timeout)
importlib._bootstrap _handle_fromlist:1020        :4427.1 Mb         for x in fromlist:
multiprocessing.connection _recv_bytes:411        :4427.1 Mb         return self._recv(size)
torchvision.transforms.functional to_tensor:66    :4427.1 Mb     if _is_numpy(pic) and not _is_numpy_image(pic):
torch.overrides <genexpr>:1087                    :4427.1 Mb         for a in relevant_args
multiprocessing.queues put:82                     :4427.1 Mb         if not self._sem.acquire(block, timeout):
multiprocessing.connection _recv:379              :6621.1 Mb             chunk = read(handle, remaining)
torchvision.transforms.functional to_tensor:89    :6621.1 Mb     elif pic.mode == 'I;16':
torchvision.transforms.functional to_tensor:102   :6621.1 Mb         return img.float().div(255)
torch.nn.modules.module _call_impl:728            :6621.1 Mb         for hook in itertools.chain(
multiprocessing.queues _start_thread:156          :6621.1 Mb         debug('Queue._start_thread()')
torch.nn.modules.module _call_impl:716            :6621.1 Mb         for hook in itertools.chain(
threading start:847                               :6621.1 Mb         if self._started.is_set():
selectors __init__:349                            :6621.1 Mb         self._selector = self._selector_cls()
models.stylegan2 forward:235                      :6621.1 Mb             out = F.conv_transpose2d(inputs, weight, padding=0, stride=2, groups=batch)
models.stylegan2 forward:250                      :4427.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
threading daemon:1129                             :4427.1 Mb         return self._daemonic
torch.tensor <genexpr>:24                         :4427.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torchvision.transforms.functional normalize:276   :4427.1 Mb     mean = torch.as_tensor(mean, dtype=dtype, device=tensor.device)
selectors register:355                            :4427.1 Mb             poller_events |= self._EVENT_READ
torch.utils.data._utils.worker _worker_loop:191   :4427.1 Mb             idx, index = r
multiprocessing.util __init__:193                 :4427.1 Mb             self._weakref = weakref.ref(obj, self)
torch.overrides <genexpr>:1084                    :4427.1 Mb         type(a) is not torch.Tensor and
torchvision.transforms.transforms forward:616     :4427.1 Mb             return F.hflip(img)
torchvision.transforms.functional to_tensor:63    :6749.1 Mb     if not(F_pil._is_pil_image(pic) or _is_numpy(pic)):
torch.tensor wrapped:26                           :6749.1 Mb         try:
threading __init__:234                            :6749.1 Mb         try:
selectors select:419                              :6749.1 Mb             events = 0
torchvision.transforms.transforms __call__:67     :6749.1 Mb             img = t(img)
torch.nn.modules.module _call_impl:728            :6749.1 Mb         for hook in itertools.chain(
multiprocessing.util __init__:200                 :6749.1 Mb         self._key = (exitpriority, next(_finalizer_counter))
torch.nn.modules.module _call_impl:730            :6749.1 Mb                 self._forward_hooks.values()):
models.stylegan2 forward:250                      :6749.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
models.stylegan2 forward:250                      :4427.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
_weakrefset add:84                                :4427.1 Mb         self.data.add(ref(item, self._remove))
torchvision.transforms.functional to_tensor:96    :4427.1 Mb         img = torch.ByteTensor(torch.ByteStorage.from_buffer(pic.tobytes()))
torchvision.transforms.functional to_tensor:69    :4427.1 Mb     if isinstance(pic, np.ndarray):
threading notify:350                              :4427.1 Mb             return
torch.nn.modules.module _call_impl:734            :4427.1 Mb         if (len(self._backward_hooks) > 0) or (len(_global_backward_hooks) > 0):
torch.tensor <genexpr>:24                         :4427.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
dataset __getitem__:30                            :4427.1 Mb                     key = f"{self.resolution}-{str(index).zfill(5)}".encode("utf-8")
multiprocessing.connection wait:923               :4427.1 Mb                     return [key.fileobj for (key, events) in ready]
torchvision.transforms.functional to_tensor:102   :9041.1 Mb         return img.float().div(255)
threading start:852                               :9041.1 Mb             _start_new_thread(self._bootstrap, ())
multiprocessing.queues get:102                    :9041.1 Mb                 if block:
multiprocessing.connection _recv:375              :9041.1 Mb         buf = io.BytesIO()
torch.utils.data._utils.collate <listcomp>:52     :9041.1 Mb             numel = sum([x.numel() for x in batch])
torch.nn.modules.module _call_impl:718            :9041.1 Mb                 self._forward_pre_hooks.values()):
torch.nn.modules.module _call_impl:730            :9041.1 Mb                 self._forward_hooks.values()):
importlib._bootstrap _handle_fromlist:1019        :9041.1 Mb     if hasattr(module, '__path__'):
models.stylegan2 forward:250                      :9041.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
models.stylegan2 forward:250                      :4427.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
torchvision.transforms.transforms forward:615     :4427.1 Mb         if torch.rand(1) < self.p:
importlib._bootstrap _handle_fromlist:1044        :4427.1 Mb     return module
torchvision.transforms.functional normalize:272   :4427.1 Mb     if not inplace:
torchvision.transforms.functional normalize:277   :4427.1 Mb     std = torch.as_tensor(std, dtype=dtype, device=tensor.device)
multiprocessing.connection _recv_bytes:408        :4427.1 Mb         size, = struct.unpack("!i", buf.getvalue())
selectors __init__:211                            :4427.1 Mb         self._fd_to_key = {}
torch.overrides <genexpr>:1087                    :4427.1 Mb         for a in relevant_args
multiprocessing.queues _start_thread:174          :4427.1 Mb             self._jointhread = Finalize(
torch.tensor wrapped:23                           :6731.1 Mb         from torch.overrides import has_torch_function, handle_torch_function
torchvision.transforms.functional to_tensor:93    :6731.1 Mb     elif pic.mode == '1':
importlib._bootstrap _handle_fromlist:1019        :6731.1 Mb     if hasattr(module, '__path__'):
torch.nn.modules.module _call_impl:727            :6731.1 Mb             result = self.forward(*input, **kwargs)
threading __init__:236                            :6731.1 Mb         except AttributeError:
multiprocessing.connection _check_readable:139    :6731.1 Mb         if not self._readable:
multiprocessing.connection <listcomp>:923         :6731.1 Mb                     return [key.fileobj for (key, events) in ready]
torch.multiprocessing get_sharing_strategy:70     :6731.1 Mb     return _sharing_strategy
models.stylegan2 forward:250                      :6731.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
models.stylegan2 forward:250                      :4427.1 Mb             out = F.conv2d(inputs, weight, padding=self.padding, groups=batch)
multiprocessing.connection _check_readable:139    :4427.1 Mb         if not self._readable:
torch.overrides <genexpr>:1084                    :4427.1 Mb         type(a) is not torch.Tensor and
torch.tensor wrapped:23                           :4427.1 Mb         from torch.overrides import has_torch_function, handle_torch_function
multiprocessing.queues put:87                     :4427.1 Mb                 self._start_thread()
torch.overrides <genexpr>:1087                    :4427.1 Mb         for a in relevant_args
torch.nn.modules.module _call_impl:717            :4427.1 Mb                 _global_forward_pre_hooks.values(),
threading daemon:1133                             :4427.1 Mb         if not self._initialized:
multiprocessing.connection wait:915               :4427.1 Mb                 selector.register(obj, selectors.EVENT_READ)
selectors select:419                              :6727.1 Mb             events = 0
torchvision.transforms.functional hflip:458       :6727.1 Mb         return F_pil.hflip(img)
multiprocessing.util __init__:203                 :6727.1 Mb         _finalizer_registry[self._key] = self
dataset __getitem__:34                            :6727.1 Mb                 buffer = BytesIO(img_bytes)
multiprocessing.synchronize is_set:328            :6727.1 Mb         with self._cond:
torch.nn.modules.module _call_impl:729            :6727.1 Mb                 _global_forward_hooks.values(),
threading __init__:232                            :6727.1 Mb         except AttributeError:
torch.nn.modules.module _call_impl:729            :6727.1 Mb                 _global_forward_hooks.values(),
torch.nn.modules.module __getattr__:769           :6727.1 Mb                 return _parameters[name]
torch.nn.modules.module __getattr__:769           :4423.1 Mb                 return _parameters[name]
_weakrefset add:84                                :4423.1 Mb         self.data.add(ref(item, self._remove))
importlib._bootstrap _handle_fromlist:1019        :4423.1 Mb     if hasattr(module, '__path__'):
torch.utils.data._utils.fetch <listcomp>:44       :4423.1 Mb             data = [self.dataset[idx] for idx in possibly_batched_index]
torchvision.transforms.transforms __call__:104    :4423.1 Mb         return F.to_tensor(pic)
torchvision.transforms.functional to_tensor:81    :4423.1 Mb     if accimage is not None and isinstance(pic, accimage.Image):
multiprocessing.connection <listcomp>:923         :4423.1 Mb                     return [key.fileobj for (key, events) in ready]
multiprocessing.queues put:88                     :4423.1 Mb             self._buffer.append(obj)
torch.utils.data._utils.collate default_collate:49:4423.1 Mb         if torch.utils.data.get_worker_info() is not None:
torch.utils.data._utils.collate <listcomp>:52     :9033.1 Mb             numel = sum([x.numel() for x in batch])
multiprocessing.connection _poll:415              :9033.1 Mb         return bool(r)
threading _is_owned:262                           :9033.1 Mb             return True
torchvision.transforms.functional to_tensor:66    :9033.1 Mb     if _is_numpy(pic) and not _is_numpy_image(pic):
torchvision.transforms.functional to_tensor:93    :9033.1 Mb     elif pic.mode == '1':
torch.overrides has_torch_function:1083           :9033.1 Mb     return _is_torch_function_enabled() and any(
threading daemon:1137                             :9033.1 Mb         self._daemonic = daemonic
dataset __getitem__:32                            :9033.1 Mb                     img_bytes = txn.get(key)
torch.nn.modules.module __getattr__:769           :9033.1 Mb                 return _parameters[name]
torch.nn.modules.module __getattr__:769           :4423.1 Mb                 return _parameters[name]
torch.nn.modules.module _call_impl:718            :4423.1 Mb                 self._forward_pre_hooks.values()):
torchvision.transforms.functional to_tensor:101   :4423.1 Mb     if isinstance(img, torch.ByteTensor):
threading wait:549                                :4423.1 Mb         with self._cond:
torchvision.transforms.transforms forward:645     :4423.1 Mb         if torch.rand(1) < self.p:
torch.nn.modules.module _call_impl:729            :4423.1 Mb                 _global_forward_hooks.values(),
torch.utils.data._utils.worker _worker_loop:171   :4423.1 Mb                 r = index_queue.get(timeout=MP_STATUS_CHECK_INTERVAL)
multiprocessing.connection _recv:379              :4423.1 Mb             chunk = read(handle, remaining)
torch.multiprocessing get_sharing_strategy:70     :4423.1 Mb     return _sharing_strategy
torch.tensor <genexpr>:24                         :6733.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.utils.data._utils.worker _worker_loop:212   :6733.1 Mb             data_queue.put((idx, data))
torchvision.transforms.transforms __call__:67     :6733.1 Mb             img = t(img)
multiprocessing.queues get:101                    :6733.1 Mb             try:
multiprocessing.connection _recv:378              :6733.1 Mb         while remaining > 0:
torchvision.transforms.functional normalize:272   :6733.1 Mb     if not inplace:
multiprocessing.queues _start_thread:171          :6733.1 Mb         debug('... done self._thread.start()')
torch.nn.modules.module _call_impl:718            :6733.1 Mb                 self._forward_pre_hooks.values()):
torch.nn.modules.module __getattr__:769           :6733.1 Mb                 return _parameters[name]
torch.nn.modules.module __getattr__:769           :4425.1 Mb                 return _parameters[name]
selectors __init__:213                            :4425.1 Mb         self._map = _SelectorMapping(self)
multiprocessing.connection _recv:387              :4425.1 Mb             remaining -= n
multiprocessing.util __init__:200                 :4425.1 Mb         self._key = (exitpriority, next(_finalizer_counter))
torch.nn.modules.module _call_impl:729            :4425.1 Mb                 _global_forward_hooks.values(),
torch.overrides has_torch_function:1084           :4425.1 Mb         type(a) is not torch.Tensor and
multiprocessing.queues _start_thread:164          :4425.1 Mb                   self._on_queue_feeder_error, self._sem),
torch.overrides has_torch_function:1084           :4425.1 Mb         type(a) is not torch.Tensor and
importlib._bootstrap _handle_fromlist:1019        :4425.1 Mb     if hasattr(module, '__path__'):
torch.overrides <genexpr>:1084                    :5587.1 Mb         type(a) is not torch.Tensor and
selectors __init__:349                            :5587.1 Mb         self._selector = self._selector_cls()
multiprocessing.util __init__:203                 :5587.1 Mb         _finalizer_registry[self._key] = self
multiprocessing.connection _recv:388              :5587.1 Mb         return buf
torch.nn.modules.module _call_impl:734            :5587.1 Mb         if (len(self._backward_hooks) > 0) or (len(_global_backward_hooks) > 0):
threading __init__:786                            :5587.1 Mb         assert group is None, "group argument must be None for now"
torch.overrides <genexpr>:1084                    :5587.1 Mb         type(a) is not torch.Tensor and
torch.tensor wrapped:24                           :5587.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.nn.modules.module __getattr__:769           :5587.1 Mb                 return _parameters[name]
torch.overrides has_torch_function:1083           :6693.1 Mb     return _is_torch_function_enabled() and any(
torchvision.transforms.functional to_tensor:63    :6693.1 Mb     if not(F_pil._is_pil_image(pic) or _is_numpy(pic)):
threading __init__:500                            :6693.1 Mb         self._cond = Condition(Lock())
selectors register:240                            :6693.1 Mb         if key.fd in self._fd_to_key:
torchvision.transforms.functional normalize:283   :6693.1 Mb         std = std.view(-1, 1, 1)
torch.nn.modules.module _call_impl:749            :6693.1 Mb         return result
torch.utils.data._utils.worker _worker_loop:193   :6693.1 Mb             if init_exception is not None:
threading _is_owned:258                           :6693.1 Mb         if self._lock.acquire(0):
torch.nn.modules.module __getattr__:769           :6693.1 Mb                 return _parameters[name]
dataset __getitem__:28                            :5589.1 Mb             try:
torch.nn.modules.module __getattr__:769           :5589.1 Mb                 return _parameters[name]
torch.utils.data._utils.worker is_alive:57        :5589.1 Mb             return not self.manager_dead
torch.nn.modules.module _call_impl:734            :5589.1 Mb         if (len(self._backward_hooks) > 0) or (len(_global_backward_hooks) > 0):
dataset __getitem__:36                            :5589.1 Mb                 break
torchvision.transforms.functional to_tensor:98    :5589.1 Mb     img = img.view(pic.size[1], pic.size[0], len(pic.getbands()))
threading __init__:235                            :5589.1 Mb             self._is_owned = lock._is_owned
torch.utils.data._utils.collate <listcomp>:52     :5589.1 Mb             numel = sum([x.numel() for x in batch])
multiprocessing.connection wait:921               :5589.1 Mb                 ready = selector.select(timeout)
threading __init__:236                            :6695.1 Mb         except AttributeError:
torch.utils.data._utils.collate <listcomp>:52     :6695.1 Mb             numel = sum([x.numel() for x in batch])
selectors select:405                              :6695.1 Mb         if timeout is None:
dataset __getitem__:30                            :6695.1 Mb                     key = f"{self.resolution}-{str(index).zfill(5)}".encode("utf-8")
torchvision.transforms.transforms __call__:66     :6695.1 Mb         for t in self.transforms:
torchvision.transforms.transforms __call__:66     :6695.1 Mb         for t in self.transforms:
torch.utils.data._utils.worker _worker_loop:171   :6695.1 Mb                 r = index_queue.get(timeout=MP_STATUS_CHECK_INTERVAL)
torchvision.transforms.functional to_tensor:101   :6695.1 Mb     if isinstance(img, torch.ByteTensor):
torch.nn.modules.module __getattr__:769           :6695.1 Mb                 return _parameters[name]
torch.nn.modules.module __getattr__:769           :5593.1 Mb                 return _parameters[name]
multiprocessing.queues _start_thread:167          :5593.1 Mb         self._thread.daemon = True
torchvision.transforms.functional to_tensor:87    :5593.1 Mb     if pic.mode == 'I':
multiprocessing.connection _check_closed:135      :5593.1 Mb         if self._handle is None:
torchvision.transforms.functional normalize:265   :5593.1 Mb     if not isinstance(tensor, torch.Tensor):
selectors select:425                              :5593.1 Mb             key = self._key_from_fd(fd)
importlib._bootstrap _handle_fromlist:1044        :5593.1 Mb     return module
torch.nn.modules.module _call_impl:718            :5593.1 Mb                 self._forward_pre_hooks.values()):
torch.storage _new_shared:134                     :5593.1 Mb         elif get_sharing_strategy() == 'file_system':
torchvision.transforms.functional to_tensor:91    :7787.1 Mb     elif pic.mode == 'F':
multiprocessing.connection _check_readable:139    :7787.1 Mb         if not self._readable:
selectors _key_from_fd:285                        :7787.1 Mb             return self._fd_to_key[fd]
torchvision.transforms.functional normalize:272   :7787.1 Mb     if not inplace:
torch.tensor <genexpr>:24                         :7787.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.nn.modules.module _call_impl:727            :7787.1 Mb             result = self.forward(*input, **kwargs)
torch.storage _new_shared:137                     :7787.1 Mb             return cls._new_using_fd(size)
threading is_set:509                              :7787.1 Mb         return self._flag
torch.nn.modules.module __getattr__:769           :7787.1 Mb                 return _parameters[name]
torch.nn.modules.module __getattr__:769           :5595.1 Mb                 return _parameters[name]
selectors __enter__:200                           :5595.1 Mb         return self
threading start:849                               :5595.1 Mb         with _active_limbo_lock:
torch.overrides <genexpr>:1087                    :5595.1 Mb         for a in relevant_args
torch.overrides has_torch_function:1083           :5595.1 Mb     return _is_torch_function_enabled() and any(
multiprocessing.connection <listcomp>:923         :5595.1 Mb                     return [key.fileobj for (key, events) in ready]
importlib._bootstrap _handle_fromlist:1044        :5595.1 Mb     return module
torchvision.transforms.transforms __call__:66     :5595.1 Mb         for t in self.transforms:
multiprocessing.queues put:86                     :5595.1 Mb             if self._thread is None:
multiprocessing.connection wait:915               :6693.1 Mb                 selector.register(obj, selectors.EVENT_READ)
threading start:851                               :6693.1 Mb         try:
torch.tensor wrapped:26                           :6693.1 Mb         try:
selectors close:269                               :6693.1 Mb         self._fd_to_key.clear()
torch.overrides has_torch_function:1087           :6693.1 Mb         for a in relevant_args
torch.tensor <genexpr>:24                         :6693.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.nn.modules.module _call_impl:716            :6693.1 Mb         for hook in itertools.chain(
multiprocessing.queues _start_thread:156          :6693.1 Mb         debug('Queue._start_thread()')
torch.nn.modules.module __getattr__:769           :6693.1 Mb                 return _parameters[name]
torch.nn.modules.module __getattr__:769           :5597.1 Mb                 return _parameters[name]
selectors _fileobj_to_fd:41                       :5597.1 Mb     if fd < 0:
torchvision.transforms.functional normalize:276   :5597.1 Mb     mean = torch.as_tensor(mean, dtype=dtype, device=tensor.device)
torch.tensor wrapped:27                           :5597.1 Mb             return f(*args, **kwargs)
threading __init__:788                            :5597.1 Mb             kwargs = {}
multiprocessing.queues _start_thread:174          :5597.1 Mb             self._jointhread = Finalize(
torch.nn.modules.module _call_impl:730            :5597.1 Mb                 self._forward_hooks.values()):
torch.nn.modules.module _call_impl:718            :5597.1 Mb                 self._forward_pre_hooks.values()):
multiprocessing.connection _recv:376              :5597.1 Mb         handle = self._handle
threading __init__:789                            :6697.1 Mb         self._target = target
multiprocessing.queues _start_thread:175          :6697.1 Mb                 self._thread, Queue._finalize_join,
torch.nn.modules.module _call_impl:734            :6697.1 Mb         if (len(self._backward_hooks) > 0) or (len(_global_backward_hooks) > 0):
torch.nn.modules.module _call_impl:724            :6697.1 Mb         if torch._C._get_tracing_state():
multiprocessing.connection _recv:377              :6697.1 Mb         remaining = size
torch.nn.modules.module __getattr__:769           :6697.1 Mb                 return _parameters[name]
selectors register:240                            :6697.1 Mb         if key.fd in self._fd_to_key:
torchvision.transforms.functional normalize:278   :6697.1 Mb     if (std == 0).any():
torchvision.transforms.functional normalize:281   :6697.1 Mb         mean = mean.view(-1, 1, 1)
models.stylegan2 forward:633                      :6955.1 Mb             out = (out + skip) / math.sqrt(2)
torchvision.transforms.functional normalize:277   :6955.1 Mb     std = torch.as_tensor(std, dtype=dtype, device=tensor.device)
torch.utils.data._utils.worker is_alive:56        :6955.1 Mb                 self.manager_dead = os.getppid() != self.manager_pid
torch.tensor wrapped:24                           :6955.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.nn.modules.module _call_impl:728            :6955.1 Mb         for hook in itertools.chain(
multiprocessing.connection _recv:377              :6955.1 Mb         remaining = size
selectors register:235                            :6955.1 Mb         if (not events) or (events & ~(EVENT_READ | EVENT_WRITE)):
torchvision.transforms.transforms forward:226     :6955.1 Mb         return F.normalize(tensor, self.mean, self.std, self.inplace)
multiprocessing.queues _start_thread:177          :6955.1 Mb                 exitpriority=-5
multiprocessing.connection wait:920               :8151.1 Mb             while True:
torchvision.transforms.functional normalize:280   :8151.1 Mb     if mean.ndim == 1:
torchvision.transforms.transforms forward:615     :8125.1 Mb         if torch.rand(1) < self.p:
torch.utils.data._utils.worker _worker_loop:197   :8125.1 Mb                 try:
threading _is_owned:258                           :8125.1 Mb         if self._lock.acquire(0):
torch.overrides <genexpr>:1084                    :8125.1 Mb         type(a) is not torch.Tensor and
selectors register:352                            :8125.1 Mb         key = super().register(fileobj, events, data)
torch.nn.modules.module _call_impl:730            :8125.1 Mb                 self._forward_hooks.values()):
torch.utils.data._utils.fetch fetch:44            :7027.1 Mb             data = [self.dataset[idx] for idx in possibly_batched_index]
